"Table S1: Weather data collected from Racetrack Playa, Death Valley National Park",,,,,,
 Data period: Nov-20-2013 to Jan-9-2014 ,,,,,,
"Station located at N36.6823, W117.5515.",,,,,,
"The weather station was equipped with Campbell Scientific CR-800 Data Logger, CS LI200X-LC Pyranometer, CS HMP35C-LC Temp and RH probe, CS GPS16X-HVS-PW, and a R.M. Young 05103-5 Wind Monitor. ",,,,,,
Rainfall collection was made with a Campbell Scientific TE525-LC Tipping Bucket Rain Gauge,,,,,,
,,,,,,
,,,,,,
"Records of Rainfall, Insolation, Air temperature, and Wind velocity are all hourly averages with the time stamp given in the first column",,,,,,
 The record of Maximum wind gust strength (in column 7) is calculated to the nearest minute with a time stamp given in Column 6,,,,,,
,,,,,,
Time Stamp,Hourly Rainfall Total,Hourly Average Insolation,Hourly Average Air Temperature,Hourly Average Wind Velocity,Time Stamp-Wind Gusts,Maximum Wind Gusts
" (Date, Hour)",(mm),(W/m^2),(Deg C),meters/second,"(Date, Hour: Minute)",meters/second
,,,,,,
TimeStamp(Date-Hour),HourlyRainfallTotal(mm),HourlyAverageInsolation(W/m^2),HourlyAverageAirTemperature(DegC),HourlyAverageWindVelocity(m/s),TimeStamp-WindGusts(Date-Hour:Minute),MaximumWindGusts(m/s)
11/20/13 1:00,0,0.067,9.09,2.02,11/20/13 0:25,7.35
11/20/13 2:00,0,0.034,10.34,3.22,11/20/13 1:37,7.35
11/20/13 3:00,0,0,11.53,3.48,11/20/13 2:01,7.154
11/20/13 4:00,0,0.013,11.02,2.83,11/20/13 3:01,5.978
11/20/13 5:00,0,0.016,10.46,1.81,11/20/13 4:00,4.606
11/20/13 6:00,0,0.084,9.42,0.95,11/20/13 5:39,4.606
11/20/13 7:00,0,4.272,8.6,0.88,11/20/13 6:17,3.528
11/20/13 8:00,0,92.9,7.589,0.94,11/20/13 7:19,3.332
11/20/13 9:00,0,326.3,11.74,0.67,11/20/13 8:59,2.058
11/20/13 10:00,0,480.7,13.63,1.22,11/20/13 9:10,2.352
11/20/13 11:00,0,582,15.47,1.09,11/20/13 10:51,2.45
11/20/13 12:00,0,621.5,16.07,1.45,11/20/13 11:52,4.312
11/20/13 13:00,0,593.8,17.02,1.3,11/20/13 12:26,3.43
11/20/13 14:00,0,501.4,17.29,2.12,11/20/13 13:10,4.9
11/20/13 15:00,0,354.7,16.71,3.53,11/20/13 14:51,7.546
11/20/13 16:00,0,173.6,15.98,3.87,11/20/13 15:14,8.43
11/20/13 17:00,0,14.87,14.9,5.4,11/20/13 16:57,10.19
11/20/13 18:00,0,0.003,14.02,6.02,11/20/13 17:27,10.49
11/20/13 19:00,0,0,13.74,4.64,11/20/13 18:02,9.7
11/20/13 20:00,0,0,13.26,2.02,11/20/13 19:56,7.252
11/20/13 21:00,0,0,13.06,4.53,11/20/13 20:32,8.33
11/20/13 22:00,0,0.001,12.28,3.38,11/20/13 21:36,6.762
11/20/13 23:00,0,0,11.57,5.02,11/20/13 22:54,8.13
11/21/13 0:00,0,0,11.72,3.93,11/20/13 23:04,9.02
11/21/13 1:00,0,0.002,11.53,2.27,11/21/13 0:44,5.782
11/21/13 2:00,0,0.001,10.94,3.82,11/21/13 1:12,6.174
11/21/13 3:00,0,0.003,10.44,3.87,11/21/13 2:44,6.762
11/21/13 4:00,0,0.007,9.93,4.25,11/21/13 3:28,6.664
11/21/13 5:00,0,0.001,10.02,3.06,11/21/13 4:07,5.39
11/21/13 6:00,0,0.002,10.12,2.74,11/21/13 5:07,5.194
11/21/13 7:00,0,1.867,9.53,0.73,11/21/13 6:07,1.764
11/21/13 8:00,0,28.51,9.76,0.57,11/21/13 7:03,2.058
11/21/13 9:00,0,147.4,10.68,1.34,11/21/13 8:48,5.978
11/21/13 10:00,0.508,45.46,9.94,3.88,11/21/13 9:22,6.272
11/21/13 11:00,1.778,72.61,8.78,3.07,11/21/13 10:37,6.86
11/21/13 12:00,1.27,79.31,6.903,3.27,11/21/13 11:13,7.84
11/21/13 13:00,1.27,104.8,5.862,4.54,11/21/13 12:44,7.154
11/21/13 14:00,0.508,102.9,5.486,4.4,11/21/13 13:15,8.04
11/21/13 15:00,0.254,50.31,5.063,3.33,11/21/13 14:35,6.468
11/21/13 16:00,0.254,23.9,4.907,4.31,11/21/13 15:20,7.938
11/21/13 17:00,0.254,2.39,4.757,4.95,11/21/13 16:20,9.41
11/21/13 18:00,1.016,0.041,4.423,4.86,11/21/13 17:01,11.27
11/21/13 19:00,0.762,0.002,3.543,2.73,11/21/13 18:35,6.958
11/21/13 20:00,0.762,0,3.135,1.99,11/21/13 19:31,5.194
11/21/13 21:00,0.762,0,2.815,2.24,11/21/13 20:09,5.194
11/21/13 22:00,0.762,0,2.391,3.64,11/21/13 21:17,8.23
11/21/13 23:00,1.016,0,1.684,3.03,11/21/13 22:46,6.468
11/22/13 0:00,0.508,0,0.691,2.28,11/21/13 23:16,4.116
11/22/13 1:00,0.254,0,0.363,1.97,11/22/13 0:35,3.822
11/22/13 2:00,0.508,0,0.336,2.2,11/22/13 1:56,3.822
11/22/13 3:00,0.508,0,0.238,2.28,11/22/13 2:04,3.92
11/22/13 4:00,0.762,0,0.334,2.27,11/22/13 3:52,3.724
11/22/13 5:00,0.508,0,0.465,1.64,11/22/13 4:24,4.9
11/22/13 6:00,0.508,0,0.797,1.58,11/22/13 5:34,5.194
11/22/13 7:00,0.254,0.413,0.579,1.95,11/22/13 6:23,4.41
11/22/13 8:00,0.254,9.73,0.212,2.2,11/22/13 7:15,5.488
11/22/13 9:00,0.508,40.43,0.407,1.69,11/22/13 8:54,4.508
11/22/13 10:00,0.762,63.9,0.264,3.33,11/22/13 9:48,6.468
11/22/13 11:00,1.016,85,0.146,3.86,11/22/13 10:59,5.978
11/22/13 12:00,1.27,102.8,0.057,4.15,11/22/13 11:57,6.566
11/22/13 13:00,1.27,94.5,-0.104,4.41,11/22/13 12:39,6.37
11/22/13 14:00,0.762,80.1,-0.038,4.48,11/22/13 13:29,6.468
11/22/13 15:00,0.508,60.25,-0.052,4.26,11/22/13 14:19,6.174
11/22/13 16:00,0.508,27.8,-0.066,4.18,11/22/13 15:21,6.076
11/22/13 17:00,0,3.38,-0.349,3.9,11/22/13 16:41,5.782
11/22/13 18:00,0,0,-0.262,4.03,11/22/13 17:09,5.782
11/22/13 19:00,0,0,0.027,3.09,11/22/13 18:35,5.194
11/22/13 20:00,0,0,0.301,1.41,11/22/13 19:06,3.136
11/22/13 21:00,0,0,0.304,1.46,11/22/13 20:19,3.332
11/22/13 22:00,0,0,-0.193,0.55,11/22/13 21:50,1.96
11/22/13 23:00,0,0,0.728,1.73,11/22/13 22:57,5.096
11/23/13 0:00,0,0,0.78,1.97,11/22/13 23:01,3.332
11/23/13 1:00,0,0,0.244,0.84,11/23/13 0:00,2.45
11/23/13 2:00,0,0,-0.314,0.56,11/23/13 1:36,2.156
11/23/13 3:00,0,0,-0.01,1.42,11/23/13 2:59,4.312
11/23/13 4:00,0,0,-0.179,1.14,11/23/13 3:10,4.214
11/23/13 5:00,0,0,-0.318,1.07,11/23/13 4:25,3.528
11/23/13 6:00,0,0,0.468,0.93,11/23/13 5:43,2.45
11/23/13 7:00,0,1.596,1.917,1.28,11/23/13 6:41,3.528
11/23/13 8:00,0.254,46.27,2.678,1.77,11/23/13 7:13,4.41
11/23/13 9:00,0.508,207.4,3.595,1.02,11/23/13 8:14,3.528
11/23/13 10:00,2.286,303.9,2.868,2.3,11/23/13 9:45,5.586
11/23/13 11:00,2.794,299.6,3.204,0.8,11/23/13 10:52,2.058
11/23/13 12:00,6.858,384.2,2.908,1.01,11/23/13 11:31,2.254
11/23/13 13:00,0.762,366.1,3.426,0.28,11/23/13 12:52,1.862
11/23/13 14:00,0,286.6,2.225,1.07,11/23/13 13:40,2.646
11/23/13 15:00,0,225.7,2.401,0.8,11/23/13 14:16,2.842
11/23/13 16:00,0,92.20002,1.595,0.87,11/23/13 15:52,2.352
11/23/13 17:00,0,15.34,1.216,0.81,11/23/13 16:01,1.764
11/23/13 18:00,0,0.017,0.702,0.53,11/23/13 17:42,1.47
11/23/13 19:00,0.254,0,1.015,0.8,11/23/13 18:26,1.862
11/23/13 20:00,0,0,0.77,0.46,11/23/13 19:49,2.058
11/23/13 21:00,0,0,0.967,0.65,11/23/13 20:06,1.47
11/23/13 22:00,0.508,0,1.05,1.17,11/23/13 21:43,2.352
11/23/13 23:00,0,0,0.876,1.07,11/23/13 22:15,2.548
11/24/13 0:00,0,0,0.836,0.45,11/23/13 23:13,1.666
11/24/13 1:00,0,0,0.888,0.29,11/24/13 0:12,1.274
11/24/13 2:00,0,0,0.639,0.95,11/24/13 1:30,1.862
11/24/13 3:00,0,0,0.635,0.41,11/24/13 2:00,1.372
11/24/13 4:00,0,0,0.519,0.53,11/24/13 3:17,1.764
11/24/13 5:00,0,0.001,0.154,0.51,11/24/13 4:09,1.666
11/24/13 6:00,0,0,-0.155,0.52,11/24/13 5:07,1.47
11/24/13 7:00,0,6.257,-0.855,1.1,11/24/13 6:21,2.058
11/24/13 8:00,0,155.2,-0.987,0.94,11/24/13 7:55,2.842
11/24/13 9:00,0,363.2,0.763,0.96,11/24/13 8:52,2.352
11/24/13 10:00,0,581.2,3.67,0.54,11/24/13 9:01,1.568
11/24/13 11:00,0,330.3,2.723,0.44,11/24/13 10:23,1.666
11/24/13 12:00,0,498.3,2.985,0.73,11/24/13 11:37,2.156
11/24/13 13:00,0,602.7,4.074,0.63,11/24/13 12:29,1.568
11/24/13 14:00,0,506.2,3.432,0.64,11/24/13 13:39,1.764
11/24/13 15:00,0,359.7,2.432,0.51,11/24/13 14:01,1.96
11/24/13 16:00,0,165.1,1.983,0.57,11/24/13 15:51,1.372
11/24/13 17:00,0,8.42,0.449,0.65,11/24/13 16:12,2.156
11/24/13 18:00,0,0.085,-0.7,0.69,11/24/13 17:02,1.862
11/24/13 19:00,0,0.005,-0.783,0.78,11/24/13 18:12,2.156
11/24/13 20:00,0,0.002,-1.34,0.42,11/24/13 19:01,1.568
11/24/13 21:00,0,0,-1.73,0.73,11/24/13 20:22,1.764
11/24/13 22:00,0,0,-2.191,0.29,11/24/13 21:06,0.98
11/24/13 23:00,0,0,-2.349,0.26,11/24/13 22:12,1.274
11/25/13 0:00,0,0,-3.049,0.81,11/24/13 23:55,1.764
11/25/13 1:00,0,0.001,-3.372,0.73,11/25/13 0:36,1.666
11/25/13 2:00,0,0,-4.238,0.34,11/25/13 1:23,1.274
11/25/13 3:00,0,0.002,-3.763,0.23,11/25/13 2:31,1.47
11/25/13 4:00,0,0.001,-3.943,0.31,11/25/13 3:48,1.372
11/25/13 5:00,0,0.003,-4.389,0.43,11/25/13 4:35,1.372
11/25/13 6:00,0,0.008,-4.23,0.12,11/25/13 5:15,1.176
11/25/13 7:00,0,3.43,-5.091,0.54,11/25/13 6:28,1.666
11/25/13 8:00,0,50.35,-4.71,0.32,11/25/13 7:08,1.176
11/25/13 9:00,0,190.9,-1.78,0.21,11/25/13 8:21,1.176
11/25/13 10:00,0,456.8,0.955,0.33,11/25/13 9:55,1.078
11/25/13 11:00,0,592.7,2.986,0.31,11/25/13 10:47,1.078
11/25/13 12:00,0,628,3.811,0.86,11/25/13 11:44,2.45
11/25/13 13:00,0,598.8,3.165,0.82,11/25/13 12:05,1.372
11/25/13 14:00,0,508.2,4.817,0.37,11/25/13 13:59,1.372
11/25/13 15:00,0,361.9,4.464,0.52,11/25/13 14:51,1.568
11/25/13 16:00,0,166.3,3.745,0.99,11/25/13 15:17,2.254
11/25/13 17:00,0,7.705,2.261,0.65,11/25/13 16:26,1.666
11/25/13 18:00,0,0.083,1.492,0.54,11/25/13 17:10,2.156
11/25/13 19:00,0,0.006,0.56,0.21,11/25/13 18:02,1.176
11/25/13 20:00,0,0.001,0.281,0.34,11/25/13 19:53,1.568
11/25/13 21:00,0,0,-0.596,0.08,11/25/13 20:21,0.686
11/25/13 22:00,0,0,-0.744,0.32,11/25/13 21:06,1.862
11/25/13 23:00,0,0,-1.34,0.29,11/25/13 22:26,1.47
11/26/13 0:00,0,0,-1.395,0.4,11/25/13 23:40,1.078
11/26/13 1:00,0,0,-1.593,0.43,11/26/13 0:46,1.372
11/26/13 2:00,0,0,-2.117,0.57,11/26/13 1:33,1.764
11/26/13 3:00,0,0,-2.06,0.4,11/26/13 2:55,1.568
11/26/13 4:00,0,0,-2.66,0.38,11/26/13 3:06,1.47
11/26/13 5:00,0,0,-2.134,0.17,11/26/13 4:22,1.176
11/26/13 6:00,0,0,-2.456,0.16,11/26/13 5:34,0.882
11/26/13 7:00,0,4.133,-2.383,0.22,11/26/13 6:48,0.882
11/26/13 8:00,0,97.3,-2.027,0.26,11/26/13 7:21,1.176
11/26/13 9:00,0,310.6,1.137,0.26,11/26/13 8:22,1.176
11/26/13 10:00,0,416.2,2.526,0.18,11/26/13 9:59,1.078
11/26/13 11:00,0,455.4,2.882,0.43,11/26/13 10:42,1.372
11/26/13 12:00,0,672,5.922,0.35,11/26/13 11:55,1.372
11/26/13 13:00,0,590.6,6.081,0.2,11/26/13 12:07,1.372
11/26/13 14:00,0,441.2,6.44,0.69,11/26/13 13:08,1.764
11/26/13 15:00,0,344.9,6.42,0.59,11/26/13 14:25,1.372
11/26/13 16:00,0,158.8,6.239,0.8,11/26/13 15:02,1.764
11/26/13 17:00,0,10.71,4.168,0.38,11/26/13 16:24,1.764
11/26/13 18:00,0,0.087,3.828,0.93,11/26/13 17:40,2.744
11/26/13 19:00,0,0.059,2.179,0.84,11/26/13 18:31,1.764
11/26/13 20:00,0,0,2.618,0.53,11/26/13 19:11,1.666
11/26/13 21:00,0,0.021,1.515,0.44,11/26/13 20:19,1.666
11/26/13 22:00,0,0.007,0.903,0.57,11/26/13 21:04,1.862
11/26/13 23:00,0,0,1.038,0.47,11/26/13 22:19,1.862
11/27/13 0:00,0,0,0.311,0.32,11/26/13 23:59,2.156
11/27/13 1:00,0,0,-0.248,0.68,11/27/13 0:39,1.96
11/27/13 2:00,0,0,-0.104,0.91,11/27/13 1:50,2.254
11/27/13 3:00,0,0,-0.318,0.37,11/27/13 2:00,1.372
11/27/13 4:00,0,0,-0.427,0.36,11/27/13 3:22,1.96
11/27/13 5:00,0,0,-0.98,0.51,11/27/13 4:05,1.764
11/27/13 6:00,0,0,-0.705,0.57,11/27/13 5:23,1.666
11/27/13 7:00,0,3.278,-0.91,1.07,11/27/13 6:32,2.45
11/27/13 8:00,0,53.41,-1.194,0.14,11/27/13 7:00,0.882
11/27/13 9:00,0,299.9,0.936,0.8,11/27/13 8:35,2.254
11/27/13 10:00,0,500.8,4.203,0.34,11/27/13 9:00,1.176
11/27/13 11:00,0,423.5,4.697,0.97,11/27/13 10:51,1.96
11/27/13 12:00,0,528.8,6.545,0.23,11/27/13 11:17,1.078
11/27/13 13:00,0,455,9.53,0.21,11/27/13 12:33,1.078
11/27/13 14:00,0,318.6,8.63,0.24,11/27/13 13:23,1.176
11/27/13 15:00,0,389,9.52,0.47,11/27/13 14:57,1.666
11/27/13 16:00,0,162.4,8.69,0.35,11/27/13 15:06,1.666
11/27/13 17:00,0,9.35,7.531,0.43,11/27/13 16:45,1.862
11/27/13 18:00,0,0.166,5.288,0.93,11/27/13 17:24,2.156
11/27/13 19:00,0,0.041,5.66,0.93,11/27/13 18:08,2.156
11/27/13 20:00,0,0.014,4.815,0.55,11/27/13 19:28,1.568
11/27/13 21:00,0,0.038,3.465,0.53,11/27/13 20:21,2.646
11/27/13 22:00,0,0,3.223,0.65,11/27/13 21:25,1.862
11/27/13 23:00,0,0.015,2.683,0.52,11/27/13 22:23,2.058
11/28/13 0:00,0,0,2.248,0.82,11/27/13 23:25,2.254
11/28/13 1:00,0,0,1.999,1.11,11/28/13 0:35,2.352
11/28/13 2:00,0,0,0.819,0.57,11/28/13 1:19,1.764
11/28/13 3:00,0,0,0.552,0.6,11/28/13 2:15,1.666
11/28/13 4:00,0,0,0.88,1.05,11/28/13 3:35,3.038
11/28/13 5:00,0,0,0.314,0.99,11/28/13 4:05,2.156
11/28/13 6:00,0,0,0.985,0.66,11/28/13 5:01,1.568
11/28/13 7:00,0,3.033,0.935,0.87,11/28/13 6:18,2.058
11/28/13 8:00,0,50.53,0.2,0.54,11/28/13 7:12,1.96
11/28/13 9:00,0,221.5,1.944,0.27,11/28/13 8:37,1.274
11/28/13 10:00,0,297.3,4.575,0.05,11/28/13 9:40,0.882
11/28/13 11:00,0,464.1,5.974,0.39,11/28/13 10:13,1.078
11/28/13 12:00,0,333.9,6.815,0.61,11/28/13 11:30,2.058
11/28/13 13:00,0,305.6,6.54,1.02,11/28/13 12:13,2.254
11/28/13 14:00,0,185.2,8.31,0.29,11/28/13 13:18,1.176
11/28/13 15:00,0,141.1,8.27,0.12,11/28/13 14:18,0.588
11/28/13 16:00,0,69.42,8.39,0.73,11/28/13 15:50,1.274
11/28/13 17:00,0,24.64,6.928,0.77,11/28/13 16:12,1.568
11/28/13 18:00,0,0.102,6.41,0.31,11/28/13 17:57,1.176
11/28/13 19:00,0,0.046,5.497,0.34,11/28/13 18:54,1.372
11/28/13 20:00,0,0.062,4.379,0.4,11/28/13 19:01,1.47
11/28/13 21:00,0,0.005,3.321,0.35,11/28/13 20:31,1.078
11/28/13 22:00,0,0.027,2.731,0.29,11/28/13 21:18,1.764
11/28/13 23:00,0,0,2.504,0.23,11/28/13 22:02,0.98
11/29/13 0:00,0,0.014,2.093,0.18,11/28/13 23:37,1.078
11/29/13 1:00,0,0,1.606,0.07,11/29/13 0:11,0.686
11/29/13 2:00,0,0.002,1.073,0.28,11/29/13 1:26,1.274
11/29/13 3:00,0,0.004,0.309,0.3,11/29/13 2:07,1.47
11/29/13 4:00,0,0,-0.064,0.15,11/29/13 3:40,1.176
11/29/13 5:00,0,0,-0.479,0.07,11/29/13 4:20,0.98
11/29/13 6:00,0,0,-0.498,0.22,11/29/13 5:20,0.882
11/29/13 7:00,0,3.219,-1.132,0.41,11/29/13 6:10,1.47
11/29/13 8:00,0,84.6,-0.406,0.27,11/29/13 7:53,1.568
11/29/13 9:00,0.254,320.9,1.946,0.18,11/29/13 8:53,0.882
11/29/13 10:00,0,493.5,4.641,0.46,11/29/13 9:25,1.372
11/29/13 11:00,0,383.3,6.046,0.61,11/29/13 10:03,1.274
11/29/13 12:00,0,538,8.31,0.29,11/29/13 11:25,1.176
11/29/13 13:00,0,477.8,9.85,0.68,11/29/13 12:39,1.568
11/29/13 14:00,0,316.5,9.79,1.59,11/29/13 13:48,3.822
11/29/13 15:00,0,196.4,9.44,1.65,11/29/13 14:13,3.43
11/29/13 16:00,0,99.9,9.4,0.85,11/29/13 15:18,2.646
11/29/13 17:00,0,11.69,8.29,0.75,11/29/13 16:03,2.156
11/29/13 18:00,0,0.128,8.12,0.55,11/29/13 17:22,1.274
11/29/13 19:00,0,0.127,6.799,0.62,11/29/13 18:17,1.47
11/29/13 20:00,0,0.08,5.787,0.26,11/29/13 19:58,1.274
11/29/13 21:00,0,0.058,4.608,0.27,11/29/13 20:12,0.98
11/29/13 22:00,0,0.012,3.462,0.91,11/29/13 21:54,2.156
11/29/13 23:00,0,0.013,3.143,0.43,11/29/13 22:01,1.862
11/30/13 0:00,0,0,2.559,1.02,11/29/13 23:35,2.058
11/30/13 1:00,0,0.001,1.996,0.4,11/30/13 0:27,1.666
11/30/13 2:00,0,0.004,0.99,0.49,11/30/13 1:16,1.568
11/30/13 3:00,0,0,0.938,0.3,11/30/13 2:59,1.274
11/30/13 4:00,0,0,0.479,0.46,11/30/13 3:09,1.274
11/30/13 5:00,0,0,0.034,0.3,11/30/13 4:42,1.274
11/30/13 6:00,0,0,0.107,0.85,11/30/13 5:33,1.764
11/30/13 7:00,0,3.096,-0.193,0.28,11/30/13 6:00,1.274
11/30/13 8:00,0,83.6,-0.085,0.25,11/30/13 7:52,0.882
11/30/13 9:00,0,303.4,2.944,0.37,11/30/13 8:49,0.98
11/30/13 10:00,0,452.2,4.898,0.32,11/30/13 9:33,1.078
11/30/13 11:00,0,555.2,8.43,0.3,11/30/13 10:38,0.882
11/30/13 12:00,0,596.7,8.81,1,11/30/13 11:25,1.764
11/30/13 13:00,0,574,11.93,0.77,11/30/13 12:27,1.764
11/30/13 14:00,0,488.6,11.34,2.65,11/30/13 13:38,4.116
11/30/13 15:00,0,348.5,11.48,2.63,11/30/13 14:51,3.92
11/30/13 16:00,0,156,11.08,2.15,11/30/13 15:01,3.332
11/30/13 17:00,0,7.335,8.91,0.65,11/30/13 16:00,2.156
11/30/13 18:00,0,0.172,7.643,0.99,11/30/13 17:19,1.862
11/30/13 19:00,0,0.118,6.876,0.7,11/30/13 18:32,2.156
11/30/13 20:00,0,0.035,5.305,0.79,11/30/13 19:53,2.45
11/30/13 21:00,0,0.054,4.333,1.08,11/30/13 20:19,2.156
11/30/13 22:00,0,0.001,4.143,1.41,11/30/13 21:52,3.136
11/30/13 23:00,0,0.001,3.254,0.36,11/30/13 22:43,1.47
12/1/13 0:00,0,0.013,2.483,0.22,11/30/13 23:10,1.078
12/1/13 1:00,0,0.018,2.025,0.36,12/1/13 0:34,1.372
12/1/13 2:00,0,0,1.142,0.66,12/1/13 1:06,1.764
12/1/13 3:00,0,0,0.74,0.31,12/1/13 2:41,1.568
12/1/13 4:00,0,0,0.212,0.35,12/1/13 3:35,1.47
12/1/13 5:00,0,0,0.299,0.41,12/1/13 4:28,1.274
12/1/13 6:00,0,0,-0.117,0.42,12/1/13 5:54,1.372
12/1/13 7:00,0,2.269,-0.252,0.25,12/1/13 6:59,1.176
12/1/13 8:00,0,87.4,-0.06,0.75,12/1/13 7:23,1.372
12/1/13 9:00,0,314.2,2.281,0.44,12/1/13 8:52,1.372
12/1/13 10:00,0,461.8,4.011,0.64,12/1/13 9:08,1.862
12/1/13 11:00,0,563,7.912,0.47,12/1/13 10:05,1.47
12/1/13 12:00,0,604.5,11.22,0.66,12/1/13 11:35,1.568
12/1/13 13:00,0,580.6,12.14,0.96,12/1/13 12:13,2.254
12/1/13 14:00,0,493.3,13.29,0.97,12/1/13 13:59,2.156
12/1/13 15:00,0,349.5,12.34,3.34,12/1/13 14:20,4.998
12/1/13 16:00,0,155.5,11.44,2.82,12/1/13 15:12,4.9
12/1/13 17:00,0,7.1,9.7,1.07,12/1/13 16:00,3.136
12/1/13 18:00,0,0.129,8.59,0.7,12/1/13 17:09,2.058
12/1/13 19:00,0,0.156,7.25,0.85,12/1/13 18:55,1.96
12/1/13 20:00,0,0.106,5.707,0.81,12/1/13 19:31,2.058
12/1/13 21:00,0,0.001,5.258,1.32,12/1/13 20:22,3.234
12/1/13 22:00,0,0.018,3.834,0.63,12/1/13 21:03,1.96
12/1/13 23:00,0,0.001,3.466,1.38,12/1/13 22:25,2.548
12/2/13 0:00,0,0.004,3.019,1.04,12/1/13 23:04,2.842
12/2/13 1:00,0,0,2.284,1.69,12/2/13 0:19,3.136
12/2/13 2:00,0,0.003,1.551,1.07,12/2/13 1:54,2.352
12/2/13 3:00,0,0,0.998,0.97,12/2/13 2:07,2.058
12/2/13 4:00,0,0.001,0.925,1.19,12/2/13 3:09,3.528
12/2/13 5:00,0,0,0.443,1.23,12/2/13 4:23,3.136
12/2/13 6:00,0,0,0.375,0.76,12/2/13 5:47,1.862
12/2/13 7:00,0,2.732,-0.257,0.63,12/2/13 6:27,1.96
12/2/13 8:00,0,78.9,0.162,0.84,12/2/13 7:43,2.058
12/2/13 9:00,0,307.3,2.717,0.43,12/2/13 8:00,1.862
12/2/13 10:00,0,454.7,4.464,0.88,12/2/13 9:21,1.96
12/2/13 11:00,0,557.3,8.13,0.68,12/2/13 10:37,1.96
12/2/13 12:00,0,603.6,10.98,0.8,12/2/13 11:18,3.038
12/2/13 13:00,0,584.4,13.04,0.94,12/2/13 12:07,2.254
12/2/13 14:00,0,453.7,13.48,0.8,12/2/13 13:00,1.666
12/2/13 15:00,0,315,12.58,2.06,12/2/13 14:15,4.606
12/2/13 16:00,0,193,11.71,3.48,12/2/13 15:38,6.86
12/2/13 17:00,0,15.02,9.82,2.46,12/2/13 16:58,4.998
12/2/13 18:00,0,0.181,8.89,1.09,12/2/13 17:00,4.606
12/2/13 19:00,0,0.116,7.129,0.81,12/2/13 18:43,2.45
12/2/13 20:00,0,0.165,6.078,0.43,12/2/13 19:10,1.274
12/2/13 21:00,0,0.063,5.223,1.02,12/2/13 20:41,2.45
12/2/13 22:00,0,0.014,4.729,0.87,12/2/13 21:00,2.744
12/2/13 23:00,0,0.024,4.086,1.21,12/2/13 22:48,2.646
12/3/13 0:00,0,0.036,3.721,1.16,12/2/13 23:39,2.646
12/3/13 1:00,0,0.005,2.508,1.28,12/3/13 0:58,3.234
12/3/13 2:00,0,0.003,2.225,1.65,12/3/13 1:12,3.724
12/3/13 3:00,0,0.001,2.561,1.8,12/3/13 2:09,6.468
12/3/13 4:00,0,0,2.218,1.2,12/3/13 3:30,2.94
12/3/13 5:00,0,0,2.488,1.58,12/3/13 4:18,3.528
12/3/13 6:00,0,0,2.673,1.65,12/3/13 5:34,3.92
12/3/13 7:00,0,3.46,2.706,1.81,12/3/13 6:42,3.724
12/3/13 8:00,0,69.46,4.373,2.26,12/3/13 7:42,6.37
12/3/13 9:00,0,276,6.432,1.02,12/3/13 8:06,3.822
12/3/13 10:00,0,454.3,10.52,0.98,12/3/13 9:49,2.744
12/3/13 11:00,0,552,12.55,1.84,12/3/13 10:26,4.9
12/3/13 12:00,0,595.7,14.47,2.21,12/3/13 11:08,4.9
12/3/13 13:00,0,586.8,15.85,2.19,12/3/13 12:55,4.606
12/3/13 14:00,0,316,16.66,2.18,12/3/13 13:52,8.62
12/3/13 15:00,0,262.2,17.4,5.45,12/3/13 14:41,15.48
12/3/13 16:00,0,177.7,17.28,3.55,12/3/13 15:06,9.51
12/3/13 17:00,0,11.6,14.45,1.97,12/3/13 16:57,6.174
12/3/13 18:00,0,0.009,10.23,4.88,12/3/13 17:08,9.11
12/3/13 19:00,0,0.047,7.898,4.61,12/3/13 18:30,13.72
12/3/13 20:00,0,0.168,5.151,5.25,12/3/13 19:47,12.94
12/3/13 21:00,0,0.108,3.341,3.82,12/3/13 20:31,9.51
12/3/13 22:00,0,0.014,2.717,4.13,12/3/13 21:36,10.09
12/3/13 23:00,0,0.002,2.384,3.3,12/3/13 22:17,7.84
12/4/13 0:00,0,0,1.676,2.46,12/3/13 23:02,5.88
12/4/13 1:00,0,0,1.245,3.2,12/4/13 0:32,6.664
12/4/13 2:00,0,0,0.668,2.6,12/4/13 1:40,5.096
12/4/13 3:00,0,0,0.178,3.2,12/4/13 2:07,7.742
12/4/13 4:00,0,0,-0.222,3.74,12/4/13 3:53,8.72
12/4/13 5:00,0,0,-0.867,4.16,12/4/13 4:24,9.41
12/4/13 6:00,0,0,-1.159,3.07,12/4/13 5:25,7.056
12/4/13 7:00,0,2.224,-1.256,1.84,12/4/13 6:24,5.488
12/4/13 8:00,0,67.63,-1.424,1.06,12/4/13 7:06,3.528
12/4/13 9:00,0,299.3,0.145,2.28,12/4/13 8:25,4.802
12/4/13 10:00,0,456.4,0.471,2.87,12/4/13 9:15,5.194
12/4/13 11:00,0,561.6,1.011,2.89,12/4/13 10:57,4.704
12/4/13 12:00,0,604.5,1.867,2.16,12/4/13 11:11,5.39
12/4/13 13:00,0,582.1,2.448,1.87,12/4/13 12:49,3.92
12/4/13 14:00,0,495.8,2.599,1.8,12/4/13 13:20,4.606
12/4/13 15:00,0,353.2,2.652,1.58,12/4/13 14:57,3.528
12/4/13 16:00,0,157.6,2.382,1.26,12/4/13 15:24,2.94
12/4/13 17:00,0,7.421,1.395,1.42,12/4/13 16:50,2.646
12/4/13 18:00,0,0.144,0.645,0.96,12/4/13 17:10,2.45
